Database Of Medicine Prices,,,,,,,,,,,,,,,,,,,,,,
Applicants MCC Licence No ,Applicant Name,Product MCC Registration No ,Nappi Code,ATC 4,Schedule,Product Proprietary Name,Active Ingredients,Strength,Unit,Dosage Form,Pack Size,Quantity,Manufacturer Price,Logistics Fee,VAT,SEP,Unit Price,Effective Date,Status,,Originator or Generic,12 Months Volume of Sales
561,Roche Pharmaceutical Division ,V/3.1/62,780162013,M01AC,S3,Tilcotil  ,Tenoxicam,20,mg,TAB,30,,273,39,44,355,12,2009/02/27,,,,
561,Roche Pharmaceutical Division ,28/2.7/0570,819344028,M01AB,S3,Tora-dol  ,Ketorolac,10,mg/ml,INJ,5,,62,7,10,78,16,2009/02/27,,,,
561,Roche Pharmaceutical Division ,28/2.7/0571,819352012,M01AB,S3,Tora-dol  ,Ketorolac,30,mg/ml,INJ,5,,106,11,16,133,27,2009/02/27,,,,
561,Roche Pharmaceutical Division ,28/2.7/0572,819336017,M01AB,S4,Tora-dol  ,Ketorolac,10,mg,TAB,100,,503,53,78,633,6,2009/02/27,,,,
561,Roche Pharmaceutical Division ,,772526028,J01EE,S4,Triprim ,Trimethoprim,200,mg,TAB,100,,356,51,57,464,5,2009/02/27,,,,
561,Roche Pharmaceutical Division ,,772526001,J01EE,S4,Triprim 200  ,Trimethoprim,200,mg,TAB,20,,71,10,11,93,5,2009/02/27,,,,
561,Roche Pharmaceutical Division ,28/18.1/0292,820369004,C03CA,S3,Unat,Torasemide,3,mg,TAB,30,,89,14,14,117,4,2009/02/27,,,,
561,Roche Pharmaceutical Division ,28/18.1/0293,820377007,C03CA,S3,Unat,Torasemide,5,mg,TAB,30,,98,15,16,129,4,2009/02/27,,,,
561,Roche Pharmaceutical Division ,28/18.1/0294,820385018,C03CA,S3,Unat,Torasemide,10,mg,TAB,30,,107,17,17,140,5,2009/02/27,,,,
561,Roche Pharmaceutical Division ,,820393002,C03CA,S3,Unat 2ml  ,Torasemide,10,mg/2ml,INJ,5,,34,5,6,45,9,2009/02/27,,,,
561,Roche Pharmaceutical Division ,37/20.2.8/0296,703908001,J05AB,S4,Valcyte,Valganciclovir,450,mg,TAB,60,,14210,1279,2168,17657,294,2009/02/27,,,,
561,Roche Pharmaceutical Division ,B/2.6/1002,774464003,N05BA,S5,Valium ,Diazepam,2,mg,TAB,90,,95,14,15,124,1,2009/02/27,,,,
561,Roche Pharmaceutical Division ,B/2.6/1003,774472006,N05BA,S5,Valium ,Diazepam,5,mg,TAB,90,,187,27,30,244,3,2009/02/27,,,,
561,Roche Pharmaceutical Division ,B/2.6/1004,774480009,N05BA,S5,Valium ,Diazepam,10,mg,TAB,90,,299,43,48,390,4,2009/02/27,,,,
561,Roche Pharmaceutical Division ,B/2.6/995,774510005,N05BA,S5,Valium 2ml,Diazepam,10,mg/2ml,INJ,5,,87,9,14,110,22,2009/02/27,,,,
561,Roche Pharmaceutical Division ,29/26/0087,820008001,L01XX,S5,Vesanoid-roche  ,Tretinoin,10,mg,CAP,100,,2472,200,374,3046,30,2009/02/27,,,,
561,Roche Pharmaceutical Division ,33/20.2.8/0003,857203002,J05AE,S4,Vira-cept ,Nelfinavir,250,mg,TAB,270,,563,88,91,742,3,2009/02/27,,,,
561,Roche Pharmaceutical Division ,33/20.2.8/0004,857211005,J05AE,S4,Vira-cept oral 144g,Nelfinavir,50,mg/g,POW,1,,248,39,40,326,326,2009/02/27,,,,
561,Roche Pharmaceutical Division ,33/26/0198,870072005,L01BC,S4,Xeloda 150,Capecitabine,150,mg,TAB,60,,578,47,87,712,12,2009/02/27,,,,
561,Roche Pharmaceutical Division ,33/26/0199,870080008,L01BC,S4,Xeloda 500,Capecitabine,500,mg,TAB,120,,3889,315,589,4792,40,2009/02/27,,,,
561,Roche Pharmaceutical Division ,32/11.3.1/0475,852627010,A08AB,S3,Xenical,Orlistat,120,mg,CAP,42,,256,35,41,332,8,2009/02/27,,,,
561,Roche Pharmaceutical Division ,32/11.3.1/0475,852627009,A08AB,S3,Xenical with compl kit,Orlistat,120,mg,CAP,84,,509,73,81,664,8,2009/02/27,,,,
561,Roche Pharmaceutical Division ,34/34/0042,891836007,L04AC,S4,Zenapax 5ml  ,Daclizumab,25,mg/5ml,INJ,1,,3017,244,457,3718,3718,2009/02/27,,,,
561,Roche Products (Pty) Ltd,32/26/0578,853224005,L01XC,S4,Mabthera 100mg 10ml,Rituximab,100,mg/10ml,INF,2,,4799,388,726,5913,296,2009/09/09,,,,
561,Roche Products (Pty) Ltd,32/26/0579,853232008,L01XC,S4,Mabthera 500mg 50ml,Rituximab,100,mg/10ml,INF,1,,11997,971,1816,14783,296,2009/09/09,,,,
,SA Vaccine Producers (Pty) Ltd,T516,852376014,J06AA,S4,Echis Carinatus  Antivenom ,Refined equine immunoglobulin,10,ml,SOL,10,,393,81,66,540,54,,,,,
,SA Vaccine Producers (Pty) Ltd,T515,804185018,J06AA,S4,SAIMR Boomslang antivenom,Refined equine immunoglobulin,10,ml,LIQ,10,,805,165,131,1101,110,2009/04/24,,,,
,SA Vaccine Producers (Pty) Ltd,T518,805998004,J06AA,S4,SAIMR Scorpion antivenom,Refined equine immunoglobulin,5,ml,INJ,5,,486,100,79,665,133,2009/04/24,,,,
,SA Vaccine Producers (Pty) Ltd,T517,764477005,J06AA,S2,SAIMR Polyvalent antivenom 10ml,Refined equine immunoglobulin,10,ml,LIQ,10,,486,100,79,665,67,2009/04/24,,,,
,SA Vaccine Producers (Pty) Ltd,T519,765899019,J06AA,S4,SAIMR Spider Antivenom,Refined equine immunoglobulin,5,ml,INJ,5,,486,100,79,665,133,2009/04/24,,,,
,SA Vaccine Producers (Pty) Ltd,T517,764469002,J06AA,S2,SAIMR Polyvalent Kit 2 X 10 ml,Refined equine immunoglobulin,10,ml,LIQ,20,,991,203,161,1355,68,2009/04/24,,,,
410,Safeline Pharmaceuticals,,700227004,N01BC,S6,Cocaine HCL BP,Cocaine,5,g,PDR,5,,889,62,133,1085,217,2009/05/08,,,,
410,Safeline Pharmaceuticals,,700227001,N01BB,S6,Cocaine HCL BP,Cocaine,25,g,PDR,25,,3705,259,555,4519,181,2009/05/08,,,,
410,Safeline Pharmaceuticals,33/10.2.2/0528,703493003,R07AA,S4,Curosurf 3ml vial  ,Poractant alfa,240,mg/3ml,INJ,1,,10308,319,1488,12114,4038,2009/05/08,,,,
410,Safeline Pharmaceuticals,33/10.2.2/0528,876054009,R07AA,S4,Curosurf per 1.5ml vial  ,Poractant alfa,120,mg/1.5ml,INJ,1,,5154,159,744,6057,4038,2009/05/08,,,,
410,Safeline Pharmaceuticals,F/2.1/9,860336018,N01AB,S5,Halothane 250ml ,Halothane,100,%,INF,1,,312,16,46,374,1,2009/05/08,,,,
410,Safeline Pharmaceuticals,,814695019,N01AB,S5,Isofor 100ml ,Isoflurane,100,%,INF,1,,323,23,48,394,4,2009/05/08,,,,
410,Safeline Pharmaceuticals,,703803003,J01GB,S4,Safeline-amikacin sulph 2ml 250mg,Amikacin,250,mg/2ml,INJ,10,,262,18,39,320,160,2009/05/08,,,,
410,Safeline Pharmaceuticals,,703806005,J01GB,S4,Safeline-amikacin sulph 2ml 500mg,Amikacin,500,mg/2ml,INJ,10,,428,30,64,522,261,2009/05/08,,,,
670,Sandoz SA Pty Ltd,38/5.2/0105,707391001,C07AB,S3,Bisoprolol Hexal ,Bisoprolol,5,mg,TAB,30,,34,5,6,45,2,2009/08/16,,,,
670,Sandoz SA Pty Ltd,38/5.2/0106,707393001,C07AB,S3,Bisoprolol Hexal ,Bisoprolol,10,mg,TAB,30,,58,9,9,76,3,2009/08/16,,,,
670,Sandoz SA Pty Ltd,W/20.2.1/88,782793011,J1E0,S4,Sandoz Co-Trimoxazole 960,Sulphamethoxazole ,800,mg,TAB,30,,14,3,2,19,1,2009/08/16,,,,
,,,,,,,Trimethoprim,600,mg,,,,,,,,,,,,,
670,Sandoz SA Pty Ltd,41/20.1.1/0918,710421001,J01DD,S4,Keftaz,Ceftazidime pentahydrate,500,mg,INJ,1,,44,11,8,62,62,2009/02/22,,,,
670,Sandoz SA Pty Ltd,41/20.1.1/0919,710422001,Bacterial Antibiotic,S4,Keftaz,Ceftazidime pentahydrate equiv to Ceftazidime,1,mg,INJ,1,,66,17,12,94,94,,,,,
670,Sandoz SA Pty Ltd,41/20.1.1/0920,710424001,Bacterial Antibiotic,S4,Keftaz,Ceftazidime pentahydrate equiv to Ceftazidime,2,mg,INJ,1,,126,31,22,179,179,,,,,
670,Sandoz SA Pty Ltd,41/20.1.1/1065,710425001,J01DD,S4,Clatax,Cefotaxime sodium eq to Cefotaxime,1,mg,INJ,1,,15,4,3,21,21,2009/02/22,,,,
670,Sandoz SA Pty Ltd,41/20.1.1/1066,710426001,Bacterial Antibiotic,S4,Clatax,Cefotaxime sodium eq to Cefotaxime,1,mg,INJ,1,,20,5,3,28,28,,,,,
670,Sandoz SA Pty Ltd,37/26/0168,708724001,A26 Cytostatic agent,S4,Mixoxantrone hexal,Mixoxantrone hcl,20,mg/ml,INF,10,,1404,351,246,2001,200,2009/06/26,,,,
670,Sandoz SA Pty Ltd,37/34/0170,710402001,A26 Cytostatic agent,S4,Etoposide -Hexal,Etoposide,100,mg/ml,Sol for Infusion,5,,127,32,22,181,36,2009/06/26,,,,
670,Sandoz SA Pty Ltd,A38/7.1.3/0622,710744001,C02AC05,S3,Moxotens,Moxonidine,0,mg,TAB,28,,79,12,13,104,4,2009/10/30,,,,
670,Sandoz SA Pty Ltd,A38/7.1.3/0623,710745001,C02AC05,S3,Moxotens,Moxonidine,0,mg,TAB,28,,79,12,13,104,4,2009/10/30,,,,
670,Sandoz SA Pty Ltd,A38/7.1.3/0624,710746001,C02AC05,S3,Moxotens,Moxonidine,0,mg,TAB,28,,79,12,13,104,4,2009/10/30,,,,
670,Sandoz SA Pty Ltd,33/21.12/0518,710403001,Hormone inhibitors,S4,TamoxiHEXAL 20,Tamoxifen citrate ,20,mg,TAB,30,,66,17,12,83,3,,,,,
670,Sandoz SA Pty Ltd,A39/2.6.5/0478,710790001,N05AX,S5,Risperidone-Hexal,Risperdone,1,mg,TAB,30,,177,44,31,253,222,2009/03/12,,,,
670,Sandoz SA Pty Ltd,A39/2.6.5/0479,710791001,N05AX,S5,Risperidone-Hexal,Risperdone,2,mg,TAB,30,,301,75,53,428,376,2009/03/12,,,,
670,Sandoz SA Pty Ltd,A39/2.6.5/0480,710793001,N05AX,S5,Risperidone-Hexal,Risperdone,3,mg,TAB,30,,439,110,77,626,21,2009/03/12,,,,
670,Sandoz SA Pty Ltd,37/26/0125,710406001,A26 Cytostatic agent,S4,Epirubicin-Hexal 10mg/5ml,Epirubicun Hydrochloride,10,mg/ml,INF,1,,120,30,21,144,144,,,,,
670,Sandoz SA Pty Ltd,37/26/0126,710408001,A26 Cytostatic agent,S4,Epirubicin-Hexal 50mg/25ml,Epirubicun Hydrochloride,50,mg/ml,INF,1,,552,138,97,722,722,,,,,
670,Sandoz SA Pty Ltd,37/26/0028,710404001,A26 Cytostatic agent,S4,Doxorubicin-Hexal 10mg/5ml,Doxorubicin Hydrochloride,10,mg/ml,INF,1,,70,17,12,99,99,2009/06/26,,,,
670,Sandoz SA Pty Ltd,37/26/0029,710405001,A26 Cytostatic agent,S4,Doxorubicin-Hexal 50mg/25ml,Doxorubicin Hydrochloride,50,mg/ml,INF,1,,335,84,59,477,477,2009/06/26,,,,
670,Sandoz SA Pty Ltd,37/25/0523,710401001,A26 Cytostatic agent,S4,Cisplatin-Hexal 50,Cisplatin,100,ml,INF,1,,128,32,22,182,2,,,,,
670,Sandoz SA Pty Ltd,37/25/0524,710400001,A26 Cytostatic agent,S4,Cisplatin-Hexal 10,Cisplatin,20,ml,INF,1,,24,6,4,34,2,,,,,
670,Sandoz SA Pty Ltd,41/20.1.1/0866,710966001,J01DD,S4,"Sandoz Ceftriaxone 0,5 g",Ceftriaxone sodium equiv to Ceftriaxone,1,g,INJ,1,,28,7,5,39,39,2009/02/22,,,,
670,Sandoz SA Pty Ltd,41/20.1.1/0867,710968001,J01DD,S4,"Sandoz Ceftriaxone 2,0 g",Ceftriaxone sodium equiv to Ceftriaxone,2,g,INJ,1,,49,12,9,69,69,2009/02/22,,,,
670,Sandoz SA Pty Ltd,A39/20.2.2/0009,711199001,D01AE15,S1,Terbane 10 mg (Cream)   ,Terbinafine hydrochloride,10,mg/g,Cream,8,,27,7,5,39,5,2009/02/22,,,,
670,Sandoz SA Pty Ltd,A39/20.2.2/0009,711199002,D01AE15,S1,Terbane 10 mg (Cream)   ,Terbinafine hydrochloride,10,mg/g,Cream,15,,55,14,10,78,5,2009/02/22,,,,
670,Sandoz SA Pty Ltd,,761583017,J04AK,S3,Sandoz Pyrazinamide 500 Tablets,Pyrazinamide,500,mg,TAB,1000,,791,198,138,1127,1,,,,,
670,Sandoz SA Pty Ltd,38/5.10/0197,708105001,A04AA01,S4, DANTRON 4 mg Injection,Ondansetron,4,mg/2ml,INJ,5,,108,27,19,154,31,2009/02/22,,,,
670,Sandoz SA Pty Ltd,38/2.10/0273,708106001,A04AA01,S4, DANTRON 8 mg Injection,Ondansetron,8,mg/4ml,INJ,5,,198,50,35,283,57,2009/02/22,,,,
670,Sandoz SA Pty Ltd,A40/20.1.1/0526,707947001,J01MA,S4,Sandoz LEVOFLOXACIN,Levofloxacin,500,mg,TAB,5,,82,21,14,117,23,2009/06/17,,,,
670,Sandoz SA Pty Ltd,A40/20.1.1/0526,707947002,J01MA,S4,Sandoz LEVOFLOXACIN,Levofloxacin,500,mg,TAB,10,,164,41,29,234,23,2009/06/17,,,,
670,Sandoz SA Pty Ltd,A39/20.1.1/0398,710125001,J01DA,S4,Sandoz Cefpodoxime ,Cefpodoxime,100,mg,TAB,10,,56,14,10,80,8,2009/06/03,,,,
670,Sandoz SA Pty Ltd,A40/2.5/0121,709287001,N03AX,S3,Sandoz Topiramate 200,Topiramate,200,mg,TAB,60,,536,134,94,764,13,2009/02/22,,,,
670,Sandoz SA Pty Ltd,A40/2.5/0120,709286001,N03AX,S3,Topiramate,Topiramate,100,mg,TAB,60,,352,88,62,502,8,2009/02/22,,,,
670,Sandoz SA Pty Ltd,,708285001,,S3,Sandoz Topiramate 50,,50,mg,TAB,60,,128,32,22,182,3,2009/10/30,,,,
670,Sandoz SA Pty Ltd,,708994001,,S3,Neurexal 300 mg,,300,mg,CAP,100,,169,42,30,241,2,,,,,
670,Sandoz SA Pty Ltd,,707946001,,S4,Sandoz Levofloxacin 250,,250,mg ,TAB,5,,49,12,9,70,14,2009/02/22,,,,
670,Sandoz SA Pty Ltd,,764116010,,S3,Sandoz Methyldopa 250 Tablets,Methyldopa,250,mg,TAB,500,,208,52,36,297,1,2008/12/01,,,,
670,Sandoz SA Pty Ltd,,784230013,,S5,Sandoz Amitriptyline HCl 25 Tablets,Amitriptyline Hydrochloride,25,mg,TAB,500,,191,48,33,273,1,2008/12/01,,,,
670,Sandoz SA Pty Ltd,,702373005,J04AB,S4,Rimactazid 150/75 Tablets,Rifampicin,150,mg,TAB,40,,25,6,4,36,1,2008/10/17,,,,
,,,,,,,Isoniazid,75,mg,,,,,,,,,,,,,
670,Sandoz SA Pty Ltd,,707852001,Antibiotic,S4,Sandoz Azithromycin 500 mg,Azithromycin,500,mg,TAB,3,,57,14,10,82,27,2009/02/22,,,,
670,Sandoz SA Pty Ltd,,708303001,N06AX,S5,Sandoz Mirtazapine 15,Mirtazapine,15,mg,TAB,30,,144,36,25,206,7,2009/02/22,,,,
670,Sandoz SA Pty Ltd,,708304001,N06AX,S5,Sandoz Mirtazapine 30,Mirtazapine,30,mg,TAB,30,,219,55,38,312,10,2009/02/22,,,,
670,Sandoz SA Pty Ltd,,897937004,Allergic Rhinitis,S2,Clenil Aq Nasal Spray,Beclomethasone dipropionate,50,μg,SPR,1,,32,8,6,46,46,2009/02/22,,,,
670,Sandoz SA Pty Ltd,,708949001,Anti-epileptics,S3,Neurexal 100,Gabapentin,100,mg,CAP,100,,77,19,13,109,1,2009/02/22,,,,
670,Sandoz SA Pty Ltd,,708994001,Anti-epileptics,S3,Neurexal 300,Gabapentin,300,mg,CAP,100,,192,48,34,273,3,2009/02/22,,,,
670,Sandoz SA Pty Ltd,,708995001,Anti-epileptics,S3,Neurexal 400,Gabapentin,400,mg,CAP,100,,192,48,34,273,3,2009/02/22,,,,
670,Sandoz SA Pty Ltd,,724610015,TB,S3,Sandoz Ethambutol HCl 400,Ethambutol HCl ,400,mg,TAB,56,,38,10,7,54,1,,,,,
670,Sandoz SA Pty Ltd,,724610016,TB,S3,Sandoz Ethambutol HCl 400,Ethambutol HCl ,400,mg,TAB,84,,57,14,10,81,1,,,,,
670,Sandoz SA Pty Ltd,,761583018,TB,S3,Sandoz Pyrazinamide 500,Pyrazinamide ,500,mg,TAB,28,,22,6,4,32,1,,,,,
670,Sandoz SA Pty Ltd,,761583019,TB,S3,Sandoz Pyrazinamide 500,Pyrazinamide ,500,mg,TAB,56,,44,11,8,63,1,,,,,
670,Sandoz SA Pty Ltd,,761583020,TB,S3,Sandoz Pyrazinamide 500,Pyrazinamide ,500,mg,TAB,84,,66,17,12,95,1,,,,,
670,Sandoz SA Pty Ltd,,702373003,J04AB,S4,Rimactazid 150/75,Rifampicin,150,mg,TAB,56,,40,10,7,57,1,2009/02/22,,,,
,,,,,,,Isoniazid,75,mg,,,,,,,,,,,,,
670,Sandoz SA Pty Ltd,,702373004,J04AB,S4,Rimactazid 150/75,Rifampicin,150,mg,TAB,84,,60,15,10,85,1,2009/02/22,,,,
,,,,,,,Isoniazid,75,mg,,,,,,,,,,,,,
670,Sandoz SA Pty Ltd,,704472002,J04AB,S4,Rimactazid Paed 60/30,Rifampicin,60,mg,TAB,28,,22,6,4,32,1,2009/02/22,,,,
,,,,,,,Isoniazid,30,mg,,,,,,,,,,,,,
670,Sandoz SA Pty Ltd,,704472003,J04AB,S4,Rimactazid Paed 60/30,Rifampicin,60,mg,TAB,56,,45,11,8,64,1,2009/02/22,,,,
,,,,,,,Isoniazid,30,mg,,,,,,,,,,,,,
670,Sandoz SA Pty Ltd,,704472004,J04AB,S4,Rimactazid Paed 60/30,Rifampicin,60,mg,TAB,84,,67,17,12,96,1,2009/02/22,,,,
,,,,,,,Isoniazid,30,mg,,,,,,,,,,,,,
670,Sandoz SA Pty Ltd,,863998039,J04AM,S4,Rimcure Paed 3-FDC,Rifampicin,60,mg,TAB,28,,30,7,5,43,2,,,,,
,,,,,,,Isoniazid,30,mg,,,,,,,,,,,,,
,,,,,,,Pyrazinamide,150,mg,,,,,,,,,,,,,
670,Sandoz SA Pty Ltd,,863998040,J04AM,S4,Rimcure Paed 3-FDC,Rifampicin,60,mg,TAB,56,,60,15,10,85,2,,,,,
,,,,,,,Isoniazid,30,mg,,,,,,,,,,,,,
,,,,,,,Pyrazinamide,150,mg,,,,,,,,,,,,,
670,Sandoz SA Pty Ltd,,863998041,J04AM,S4,Rimcure Paed 3-FDC,Rifampicin,60,mg,TAB,84,,90,22,16,128,2,,,,,
,,,,,,,Isoniazid,30,mg,,,,,,,,,,,,,
,,,,,,,Pyrazinamide,150,mg,,,,,,,,,,,,,
670,Sandoz SA Pty Ltd,,702384007,J04AM,S4,Rimstar 4-FDC,Rifampicin,150,mg,TAB,28,,17,4,3,25,1,,,,,
,,,,,,,Isoniazid,75,mg,,,,,,,,,,,,,
,,,,,,,Pyrazinamide,400,mg,,,,,,,,,,,,,
,,,,,,,Ethambutol HCl,275,mg,,,,,,,,,,,,,
670,Sandoz SA Pty Ltd,,702384008,J04AM,S4,Rimstar 4-FDC,Rifampicin,150,mg,TAB,56,,35,9,6,49,1,,,,,
,,,,,,,Isoniazid,75,mg,,,,,,,,,,,,,
,,,,,,,Pyrazinamide,400,mg,,,,,,,,,,,,,
,,,,,,,Ethambutol HCl,275,mg,,,,,,,,,,,,,
670,Sandoz SA Pty Ltd,,702384009,J04AM,S4,Rimstar 4-FDC,Rifampicin,150,mg,TAB,84,,52,13,9,74,1,,,,,
,,,,,,,Isoniazid,75,mg,,,,,,,,,,,,,
,,,,,,,Pyrazinamide,400,mg,,,,,,,,,,,,,
,,,,,,,Ethambutol HCl,275,mg,,,,,,,,,,,,,
670,Sandoz SA Pty Ltd,,702384010,J04AM,S4,Rimstar 4-FDC,Rifampicin,150,mg,TAB,112,,69,17,12,99,1,,,,,
,,,,,,,Isoniazid,75,mg,,,,,,,,,,,,,
,,,,,,,Pyrazinamide,400,mg,,,,,,,,,,,,,
,,,,,,,Ethambutol HCl,275,mg,,,,,,,,,,,,,
670,Sandoz SA Pty Ltd,H/20.2.3/36,702376002,J04AM,S4,Rimactazid,Rifampicin,300,mg,TAB,56,,47,12,8,66,1,,,,,
,,,,,,,Isoniazid,150,mg,,,,,,,,,,,,,
670,Sandoz SA Pty Ltd,A39/20.2.2/0009,,D01AE,S1,Terbane,Terbinafine Hydrochloride,10,mg/g,CRM,8,,27,7,5,39,5,,,,,
670,Sandoz SA Pty Ltd,A39/20.2.2/0009,,D01AE,S1,Terbane,Terbinafine Hydrochloride,10,mg/g,CRM,15,,55,14,10,78,5,,,,,
670,Sandoz SA Pty Ltd,,709924001,,S3,Los-Arb ,losartan,50,mg,TAB,30,,49,7,8,64,2,,,,,
340,Winthrop Pharmaceuticals,G1835 (Act 101 1965),703591002,D04AB,S2,Anethaine ,Tetracaine,1,g/100g,CRE,25,,21,1,3,25,1,2009/03/15,,,,
340,Winthrop Pharmaceuticals,G1835 (Act 101 1965),703591010,D04AB,S2,Anethaine ,Tetracaine,1,g/100g,CRE,40,,33,2,5,39,1,2009/03/15,,,,
340,Winthrop Pharmaceuticals,G1340 (Act 101 1965),703834002,D04AA,S1,Anthisan  ,Mepyramine,2,g/100g,CRE,25,,24,1,3,28,1,2009/02/13,,,,
340,Winthrop Pharmaceuticals,32/6.2/0513,703515001,C01BD,S3,Arycor,Amiodarone,100,mg,TAB,30,,132,4,19,155,5,2009/02/13,,,,
340,Winthrop Pharmaceuticals,32/6.2/0514,703513001,C01BD,S3,Arycor,Amiodarone,200,mg,TAB,30,,236,7,34,277,9,2009/02/13,,,,
340,Winthrop Pharmaceuticals,T/2.5/69,779830008,N03AG,S3,Epilim  EC  200,Valproic acid,200,mg,ECT,100,,184,18,28,230,2,,,,,
340,Winthrop Pharmaceuticals,L/2.5/188,723711003,N03AG,S3,Epilim EC 500,Valproic acid,500,mg,ECT,100,,469,46,72,587,6,,,,,
340,Winthrop Pharmaceuticals,33/21.2/0387,704362001,A10BB,S3,Glamaryl,Glimepiride,1,mg,TAB,30,,49,2,7,57,2,2009/02/13,,,,
340,Winthrop Pharmaceuticals,33/21.2/0388,704363001,A10BB,S3,Glamaryl,Glimepiride,2,mg,TAB,30,,93,3,13,109,4,2009/02/13,,,,
340,Winthrop Pharmaceuticals,33/21.2/0390,704364001,A10BB,S3,Glamaryl,Glimepiride,4,mg,TAB,30,,172,5,25,202,7,2009/02/13,,,,
340,Winthrop Pharmaceuticals,A40/7.1.3/0288,712385001,C09CA,S3,Irbewin 150,Irbesartan,150,mg,TAB,28,,111,5,16,132,5,2009/06/08,,,,
340,Winthrop Pharmaceuticals,A40/7.1.3/0289,712384001,C09CA,S3,Irbewin 300,Irbesartan,300,mg,TAB,28,,111,5,16,132,5,2009/06/08,,,,
340,Winthrop Pharmaceuticals,A40/7.1.3/290,712386001,C09CA,S3,Co-Irbewin 150/12.5,Irbesartan,150,mg,TAB,28,,111,5,16,132,5,2009/06/08,,,,
,,,,,,,Hydrochlorothiazide,13,mg,,,,,,,,,,,,,
340,Winthrop Pharmaceuticals,A40/7.1.3/0287,712387001,C09CA,S3,Co-Irbewin 300/12.5,Irbesartan,300,mg,TAB,28,,111,5,16,132,5,2009/06/08,,,,
,,,,,,,Hydrochlorothiazide,13,mg,,,,,,,,,,,,,
340,Winthrop Pharmaceuticals,37/2.2/0540,703384001,N05CF,S5,Ivedal,Zolpidem,10,mg,TAB,30,,63,2,9,74,2,2009/02/13,,,,
340,Winthrop Pharmaceuticals,37/11.4.3/0380,703141001,A02BC,S2,Lanzor HB ,Lansoprazole,15,mg,CAP,7,,198,22,31,251,1,2009/10/27,,,,
340,Winthrop Pharmaceuticals,A147 (Act 101 1965),747297029,P01BA,S1,Nivaquine ,Chloroquine,200,mg,TAB,14,,34,2,5,40,3,2009/02/13,,,,
340,Winthrop Pharmaceuticals,A147 (Act 101 1965),747297010,P01BA,S1,Nivaquine ,Chloroquine,200,mg,TAB,100,,241,11,35,288,3,2009/02/13,,,,
340,Winthrop Pharmaceuticals,G1334 (Act 101 1965),754722007,R06AD,S2,Phenergan ,Promethazine,2,g/100g,CRE,25,,27,1,4,32,1,2009/02/13,,,,
340,Winthrop Pharmaceuticals,G603 (Act 101 1965),754846008,R05DA,S2,Phensedyl ,Codeine,9,mg/5ml,SYR,100,,20,1,3,24,0,2009/02/13,,,,
,,,,,,,Ephedrine,7,mg/5ml,,,,,,,,,,,,,
,,,,,,,Promethazine,4,mg/5ml,,,,,,,,,,,,,
340,Winthrop Pharmaceuticals,W/7.1.3/232,704022001,C09AA,S3,Ramiwin,Ramipril,1,mg,CAP,30,,54,2,8,64,2,2009/02/13,,,,
340,Winthrop Pharmaceuticals,W/7.1.3/233,704023001,C09AA,S3,Ramiwin,Ramipril,3,mg,CAP,30,,66,2,10,78,3,2009/02/13,,,,
340,Winthrop Pharmaceuticals,W/7.1.3/234,704025001,C09AA,S3,RamiWin,Ramipril,5,mg,CAP,30,,99,3,14,116,4,2009/02/13,,,,
340,Winthrop Pharmaceuticals,B697 (Act 101 1965),767662032,N02BE,S2,Suncodin  ,Caffeine,32,mg,TAB,500,,166,8,24,198,0,2009/02/13,,,,
,,,,,,,Codeine,8,mg,,,,,,,,,,,,,
,,,,,,,Paracetamol,400,mg,,,,,,,,,,,,,
,,,,,,,Phenyltoloxamine,12,mg,,,,,,,,,,,,,
340,Winthrop Pharmaceuticals,A40/20.1.1/0309,710311001,J1G1 ,S4,LEVOFLOXACIN-WINTHROP 250,Levofloxacin,250,mg,TAB,5,,66,3,10,79,16,2009/02/13,,,,
340,Winthrop Pharmaceuticals,A40/20.1.1/0310,710312001,J1G1 ,S4,LEVOFLOXACIN-WINTHROP 500,Levofloxacin,500,mg,TAB,5,,103,5,15,123,25,2009/02/13,,,,
340,Winthrop Pharmaceuticals,A40/20.1.1/0310,710312002,J1G1 ,S4,LEVOFLOXACIN-WINTHROP 500,Levofloxacin,500,mg,TAB,10,,205,10,30,245,25,2009/02/13,,,,
340,Winthrop Pharmaceuticals,A39/26/0521,710319001,L1X2 ,S4,OXALIWIN,Oxaliplatin,50,mg/10ml,,10,,1728,82,253,2064,206,2009/02/13,,,,
340,Winthrop Pharmaceuticals,A39/26/0522,710317001,L1X2 ,S4,OXALIWIN,Oxaliplatin,50,mg/10ml,,20,,3457,164,507,4128,206,2009/02/13,,,,
340,Winthrop Pharmaceuticals,A40/7.1.3/0658,709909001,C9C0 ,S3,LOSARTAN-WINTHROP,Losartan Potassium,50,mg,TAB,30,,53,3,8,64,2,2009/02/13,,,,
340,Winthrop Pharmaceuticals,A40/1.2/0741,709644001,N6A4 ,S5,CITALOPRAM-WINTHROP,Citalopram hydrobromide,40,mg,TAB,30,,72,3,11,86,3,2009/02/13,,,,
340,Winthrop Pharmaceuticals,A40/1.2/0740,709407001,N6A4 ,S5,CITALOPRAM-WINTHROP,Citalopram hydrobromide,20,mg,TAB,30,,47,2,7,56,2,2009/02/13,,,,
340,Winthrop Pharmaceuticals,A39/11.4.3/0552,709645001,A2B2 ,S4,LANSOPRAZOLE-WINTHROP,Lansoprazole,15,mg,CAP,28,,110,5,16,131,5,2009/09/15,,,,
